mRNA,RF_Classifier_prob
A1154,0.5809269443154335
A1155,0.7252071857452392
A1156,0.7128390550613404
A1157,0.6939754366874695
A1158,0.6490540862083435
A1159,0.6120258525013924
A1160,0.7997840285301209
A1161,0.7969637036323547
A1162,0.7988747954368591
A1163,0.7839448928833008
A1164,0.7989694952964783
A1165,0.7995444297790527
A1166,0.5946208575624041
A1167,0.719301700592041
A1168,0.7235970139503479
A1169,0.7517399191856384
A1170,0.5984962909016758
A1171,0.5132658027112484
A1172,0.7578357458114624
A1173,0.63784419298172
A1174,0.769349205493927
A1175,0.7821810245513916
A1176,0.7981549859046936
A1177,0.7992589116096497
A1178,0.7989412188529968
A1179,0.7452914834022522
A1180,0.5972202382981777
A1181,0.5927105866372585
A1182,0.5863703623414039
A1183,0.6653801321983337
A1184,0.6794134914875031
A1185,0.5633531408617273
A1186,0.7734979033470154
A1187,0.5505152498255483
A1188,0.49082431198621634
A1189,0.754244041442871
A1190,0.6207060098648072
A1191,0.7975451111793518
A1192,0.7957052826881409
A1193,0.5500716246664524
A1194,0.5065029919613153
A1195,0.7916041016578674
A1196,0.7991995692253113
A1197,0.7995644927024841
A1198,0.7994647741317749
A1199,0.7988457679748535
A1200,0.7997403621673584
A1201,0.7995132207870483
A1202,0.799905514717102
A1203,0.7983317136764526
A1204,0.7998411178588867
A1205,0.7962500214576721
A1206,0.7950653791427612
A1207,0.7997703075408935
A1208,0.7996786236763
A1209,0.7706647634506225
A1210,0.6151838660240173
A1211,0.7986956119537354
A1212,0.5950235884636641
A1213,0.772177004814148
A1214,0.7926974892616272
A1215,0.798645532131195
A1216,0.6650419950485229
A1217,0.7774029970169067
A1218,0.5723535478115082
A1219,0.5185423977673054
A1220,0.5392580971121788
A1221,0.5666943669319153
A1222,0.7969503402709961
A1223,0.7997653007507324
A1224,0.648355507850647
A1225,0.4672051561065018
A1226,0.7007481813430786
A1227,0.7776214122772217
A1228,0.6501074075698853
A1229,0.7969892501831055
A1230,0.7991009712219238
A1231,0.7992013335227967
A1232,0.7192693233489991
A1233,0.7997160196304322
A1234,0.7985421538352966
A1235,0.797535502910614
A1236,0.7912899851799011
A1237,0.7997494220733643
A1238,0.7998534321784974
A1239,0.7999619841575623
A1240,0.7972090482711792
A1241,0.6829159021377563
A1242,0.49543146157520823
A1243,0.44071868781757073
A1244,0.4134256801324227
A1245,0.40555013174392796
A1246,0.48841850548051297
A1247,0.4944013894535601
A1248,0.5484375256928615
A1249,0.5746611630544066
A1250,0.6064043417572975
A1251,0.7879973888397217
A1252,0.7896144390106201
A1253,0.7605935096740722
A1254,0.7906433820724488
A1255,0.7994064211845398
A1256,0.7950337409973145
A1257,0.7983951091766357
A1258,0.7936056017875671
A1259,0.7947444319725037
A1260,0.7989728450775146
A1261,0.7997333765029907
A1262,0.7997731685638427
A1263,0.7969861507415772
A1264,0.7809470772743226
A1265,0.7992562294006348
A1266,0.7895736336708069
A1267,0.7873613238334656
A1268,0.7446057796478271
A1269,0.7841475248336792
A1270,0.7860572695732116
A1271,0.7946567535400391
A1272,0.7986754179000854
A1273,0.7979685306549072
A1274,0.7974344372749329
A1275,0.5651863999199123
A1276,0.5897038847208023
A1277,0.5983649632893503
A1278,0.7965099692344666
A1279,0.797919499874115
A1280,0.7976355075836181
A1281,0.7681740641593933
A1282,0.7993037581443787
A1283,0.7980737209320068
A1284,0.5560844875872135
A1285,0.6983453154563903
A1286,0.6465547978878021
A1287,0.49434866312658415
A1288,0.7051764607429505
A1289,0.7939923286437989
A1290,0.7638750433921814
A1291,0.7623498201370239
A1292,0.573724223463796
A1293,0.589628703892231
A1294,0.5604880827479064
A1295,0.6685299634933471
A1296,0.4933861389756203
A1297,0.6271824955940246
A1298,0.7863690614700317
A1299,0.7839545607566833
A1300,0.7939944863319397
A1301,0.7978539347648621
A1302,0.7993694424629212
A1303,0.7985838532447815
A1304,0.7753464698791503
A1305,0.6890831470489502
A1306,0.7613845348358155
A1307,0.7524173140525818
A1308,0.6983849883079529
A1309,0.7909260869026185
A1310,0.5644343346415553
A1311,0.5688501407392323
A1312,0.7957834124565124
A1313,0.5914195497520268
A1314,0.7970836162567139
A1315,0.7966353178024292
A1316,0.6108592182397843
A1317,0.7210214734077454
A1318,0.5955857440829277
A1319,0.5885620173066854
A1320,0.7947141647338867
A1321,0.7823087334632873
A1322,0.7997158288955688
A1323,0.7994790077209473
A1324,0.7999913692474365
A1325,0.7989811062812805
A1326,0.6223361790180206
A1327,0.7994108319282531
A1328,0.7997001528739929
A1329,0.7999719381332397
A1330,0.799475622177124
A1331,0.7999236702919006
A1332,0.7998477101325989
A1333,0.799736762046814
A1334,0.7885541319847107
A1335,0.44133241549134256
A1336,0.775969636440277
A1337,0.7984551548957824
A1338,0.7998686552047729
A1339,0.7999401688575745
A1340,0.7993452906608581
A1341,0.7067505836486816
A1342,0.7975033044815063
A1343,0.7982770204544067
A1344,0.619247031211853
A1345,0.6545935094356536
A1346,0.7992465019226074
A1347,0.7994715929031372
A1348,0.7299199819564819
A1349,0.5821764051914216
A1350,0.795843756198883
A1351,0.7996038436889649
A1352,0.7936899781227111
A1353,0.7155641436576843
A1354,0.796975028514862
A1355,0.7869040489196777
A1356,0.7983494877815247
A1357,0.793479573726654
A1358,0.7454975247383118
A1359,0.6672624468803405
A1360,0.7516285061836243
A1361,0.7999573349952698
A1362,0.7996120929718018
A1363,0.7996719002723693
A1364,0.7561021089553833
A1365,0.7997577905654907
A1366,0.7218406319618225
A1367,0.7994120359420777
A1368,0.7907102823257446
A1369,0.7165143370628357
A1370,0.6101724915206432
A1371,0.7882951140403748
A1372,0.7982084035873414
A1373,0.795078694820404
A1374,0.7938513398170471
A1375,0.7537543892860412
A1376,0.7989961981773377
A1377,0.7990146756172181
A1378,0.7992085695266724
A1379,0.7996461153030395
A1380,0.7993661403656006
A1381,0.7990756273269654
A1382,0.7956679224967956
A1383,0.799878466129303
A1384,0.6359274685382843
A1385,0.5621928437612951
A1386,0.5865547128720209
A1387,0.794407069683075
A1388,0.7950077891349793
A1389,0.7619078516960144
A1390,0.7994589686393738
A1391,0.798697566986084
A1392,0.5808817714452743
A1393,0.5766480237245559
A1394,0.5986404902301729
A1395,0.7996379256248474
A1396,0.7556946039199829
A1397,0.7998500943183899
A1398,0.777237594127655
A1399,0.7997872710227967
A1400,0.7700384497642517
A1401,0.7980918288230896
A1402,0.7989868760108948
A1403,0.7953471302986145
A1404,0.7951481819152832
A1405,0.7574960470199585
A1406,0.673238480091095
A1407,0.7810631394386292
A1408,0.7962741613388061
A1409,0.6657466530799866
A1410,0.5862934596836566
A1411,0.7985290050506592
A1412,0.7276311397552491
A1413,0.6052217215299607
A1414,0.6074621319770813
A1415,0.7977577567100524
A1416,0.719573700428009
A1417,0.7872112631797791
A1418,0.7755651235580444
A1419,0.6922179400920868
A1420,0.7936783909797669
A1421,0.7959876537322998
A1422,0.7989343166351318
A1423,0.799808669090271
A1424,0.725333571434021
A1425,0.7967988848686218
A1426,0.7669442653656006
A1427,0.7987848401069642
A1428,0.7975478410720825
A1429,0.7981992483139038
A1430,0.7368225574493408
A1431,0.6289719343185425
A1432,0.5574844859540462
A1433,0.5514672509059892
A1434,0.5781454127922189
A1435,0.5891431475080026
A1436,0.7959518194198608
A1437,0.5463915839325637
A1438,0.5401242505759001
A1439,0.778314733505249
A1440,0.6034043431282043
A1441,0.6041615098714829
A1442,0.7879273533821106
A1443,0.7343178749084472
A1444,0.6653194785118103
A1445,0.7759523868560791
A1446,0.7970120429992675
A1447,0.6966879844665528
A1448,0.7854487061500549
A1449,0.7295670509338379
A1450,0.787017571926117
A1451,0.7800120711326599
A1452,0.7629012942314148
A1453,0.5734851956367493
A1454,0.7885839343070984
A1455,0.7837383151054382
A1456,0.7998564124107361
A1457,0.7994062423706054
A1458,0.7996057152748108
A1459,0.7998072266578674
A1460,0.7998114466667176
A1461,0.7993268847465516
A1462,0.7991528272628784
A1463,0.7993585586547851
A1464,0.7984425783157348
A1465,0.7814356446266174
A1466,0.7065779805183411
A1467,0.7151313900947571
A1468,0.7824330925941467
A1469,0.745111083984375
A1470,0.7951934933662415
A1471,0.7991726875305176
A1472,0.7981956601142883
A1473,0.7786488056182861
A1474,0.7995970964431762
A1475,0.7985613703727722
A1476,0.491737237223424
A1477,0.4411786403041333
A1478,0.3832903270933457
A1479,0.3948786890599877
A1480,0.3985807371143892
A1481,0.2748818744747844
A1482,0.7497812628746032
A1483,0.6126142412424087
A1484,0.5075304497935577
A1485,0.5593524994328618
A1486,0.5793275505304336
A1487,0.5834796523151453
A1488,0.6253052055835724
A1489,0.7997161388397217
A1490,0.7999147295951843
A1491,0.7990382552146912
A1492,0.7991469621658325
A1493,0.7998908519744873
A1494,0.7999026536941528
A1495,0.7996906280517578
A1496,0.7996568322181702
A1497,0.7998642683029175
A1498,0.6242343336343765
A1499,0.7629952907562256
A1500,0.7863054037094116
A1501,0.7631531834602356
A1502,0.7968182444572449
A1503,0.7983038306236268
A1504,0.799299442768097
A1505,0.7981606245040893
A1506,0.7997995853424072
A1507,0.7995954632759095
A1508,0.7549329996109009
A1509,0.5443387016654014
A1510,0.48466820563189683
A1511,0.5335243527893908
A1512,0.5218318996485323
A1513,0.36367849713060424
A1514,0.5780702576041221
A1515,0.6823482155799866
A1516,0.5773874746490038
A1517,0.5648989062290639
A1518,0.7919480919837951
A1519,0.7974196791648864
A1520,0.7639591932296753
A1521,0.7979977488517761
A1522,0.7985964179039001
A1523,0.7999355792999268
A1524,0.7911663889884949
A1525,0.7995520114898682
A1526,0.43508904085028915
A1527,0.7181703805923462
A1528,0.769099485874176
A1529,0.7951375126838685
A1530,0.53134559757018
A1531,0.5537808693945407
A1532,0.7749345779418946
A1533,0.7889762878417969
A1534,0.7991714477539062
A1535,0.7902979373931884
A1536,0.779815411567688
A1537,0.7732600450515748
A1538,0.79349604845047
A1539,0.7996110677719116
A1540,0.7983442902565002
A1541,0.7997994899749756
A1542,0.7985148549079895
A1543,0.7995270729064942
A1544,0.7999341726303101
A1545,0.7999269366264343
A1546,0.7999355792999268
A1547,0.5622452937066555
A1548,0.7701121926307678
A1549,0.7092811465263367
A1550,0.5656946920324117
A1551,0.7959717988967896
A1552,0.6022471249103546
A1553,0.6680385828018188
A1554,0.7997463464736938
A1555,0.791549563407898
A1556,0.7422202825546265
A1557,0.7446964979171753
A1558,0.6448388516902923
A1559,0.7851288676261902
A1560,0.7984158992767334
A1561,0.772790002822876
A1562,0.7998293519020081
A1563,0.7963225364685058
A1564,0.6264503836631775
A1565,0.7026424407958984
A1566,0.797364330291748
A1567,0.7999488592147828
A1568,0.7893616676330566
A1569,0.7490184545516968
A1570,0.7981556177139282
A1571,0.798255205154419
A1572,0.7984435081481933
A1573,0.7963361501693725
A1574,0.7998627662658692
A1575,0.7999418616294861
A1576,0.7946023583412171
A1577,0.7957266926765442
A1578,0.7918471097946167
A1579,0.7974440693855286
A1580,0.7989081501960754
A1581,0.79986172914505
A1582,0.7998653888702393
A1583,0.780915367603302
A1584,0.7739702463150024
A1585,0.7544046878814697
A1586,0.793426251411438
A1587,0.7978775501251221
A1588,0.7987007975578309
A1589,0.7943629384040832
A1590,0.7956905126571655
A1591,0.7195993065834045
A1592,0.5983835756778717
A1593,0.7976903080940246
A1594,0.7957412719726562
A1595,0.7890539407730103
A1596,0.7927060723304749
A1597,0.7986663103103637
A1598,0.7202598810195923
A1599,0.6774912893772125
A1600,0.7998578786849976
A1601,0.7983222961425781
A1602,0.6651846468448639
A1603,0.7967253923416138
A1604,0.7988769054412842
A1605,0.5856838572770358
A1606,0.7177416205406189
A1607,0.522384940374468
A1608,0.7959282040596009
A1609,0.7995592474937439
A1610,0.799486780166626
A1611,0.7998190522193909
A1612,0.7998448848724365
A1613,0.7994666814804077
A1614,0.7991752743721008
A1615,0.7693941950798034
A1616,0.7555217862129211
A1617,0.6651347398757934
A1618,0.7835955500602723
A1619,0.7992405414581298
A1620,0.7968068838119506
A1621,0.5382944516837597
A1622,0.799946391582489
A1623,0.799710750579834
A1624,0.7944193482398987
A1625,0.7960827946662903
A1626,0.6980486512184143
A1627,0.7856231927871704
A1628,0.7903052687644958
A1629,0.4309088172623888
A1630,0.49226152896881104
A1631,0.7957074880599976
A1632,0.7960755944252014
A1633,0.7870579600334168
A1634,0.5944202847778797
A1635,0.7980377674102783
A1636,0.27232424438343444
A1637,0.438926533520862
A1638,0.5587560668587684
A1639,0.7808427333831787
A1640,0.7960737347602844
A1641,0.7987522959709168
A1642,0.554179285466671
A1643,0.4804616540670395
A1644,0.5187827765941619
A1645,0.7937325358390808
A1646,0.7859512686729431
A1647,0.7583577275276184
A1648,0.5612300146371126
A1649,0.7935145974159241
A1650,0.7986066818237305
A1651,0.7462136387825012
A1652,0.7744017481803894
A1653,0.562053382396698
A1654,0.7863979935646057
A1655,0.7901702404022217
A1656,0.7929105639457703
A1657,0.7989525437355042
A1658,0.7976988196372986
A1659,0.7939983367919922
A1660,0.7995512366294861
A1661,0.7987689852714539
A1662,0.7824187636375427
A1663,0.644469290971756
A1664,0.5506024266593158
A1665,0.4390746803095681
A1666,0.518579025939107
A1667,0.7597592234611511
A1668,0.781860888004303
A1669,0.794526207447052
A1670,0.7978432893753051
A1671,0.6890105605125427
A1672,0.7469885110855102
A1673,0.4890770989411976
A1674,0.5086672857330996
A1675,0.5970523610711098
A1676,0.5598716812208295
A1677,0.6956848621368408
A1678,0.7983856081962586
A1679,0.7996301054954529
A1680,0.7998985767364502
A1681,0.7993989586830139
A1682,0.7996123671531677
A1683,0.7893638134002685
A1684,0.7968019604682922
A1685,0.7678625583648682
A1686,0.45539838252589104
A1687,0.5180661249905825
A1688,0.6941899657249451
A1689,0.5291209742426872
A1690,0.7921970963478089
A1691,0.7795528531074524
A1692,0.7441130757331849
A1693,0.6606688380241394
A1694,0.6983956336975098
A1695,0.774860429763794
A1696,0.5450705462833867
A1697,0.5331816836260259
A1698,0.42407717402093115
A1699,0.4636015387251973
A1700,0.6010001629590989
A1701,0.7864742755889893
A1702,0.7626734614372254
A1703,0.7971888303756713
A1704,0.7899757623672485
A1705,0.7464971303939819
A1706,0.731391167640686
A1707,0.7978700160980224
A1708,0.7916690468788147
A1709,0.7972950100898742
A1710,0.7996604442596436
A1711,0.7987443327903747
A1712,0.7934245944023133
A1713,0.7944856882095337
A1714,0.58438372425735
A1715,0.7106434106826782
A1716,0.797822093963623
A1717,0.6230777144432068
A1718,0.7923926949501038
A1719,0.7994596123695373
A1720,0.7989223599433899
A1721,0.7972507357597352
A1722,0.7987935543060303
A1723,0.7998404741287232
A1724,0.7998995780944824
A1725,0.7969465970993042
A1726,0.7996780514717102
A1727,0.7998019218444824
A1728,0.7895947337150574
A1729,0.7974957346916198
A1730,0.7991327524185181
A1731,0.7999443888664246
A1732,0.7999695777893067
A1733,0.7995236158370972
A1734,0.7995031237602234
A1735,0.7994989871978759
A1736,0.7987741351127624
A1737,0.7995525121688842
A1738,0.7916606783866882
A1739,0.7983179569244385
A1740,0.7991190314292907
A1741,0.7997615098953247
A1742,0.7993656277656556
A1743,0.7987104415893554
A1744,0.7946951389312744
A1745,0.7974959015846252
A1746,0.5971248634159565
A1747,0.7912137746810913
A1748,0.7908349394798279
A1749,0.7959086537361145
A1750,0.7997468829154968
A1751,0.7958205461502075
A1752,0.799666702747345
A1753,0.7948297023773193
A1754,0.792625880241394
A1755,0.7996543526649476
A1756,0.7976582288742066
A1757,0.7616963386535645
A1758,0.535023245215416
A1759,0.569847981352359
A1760,0.7116058349609375
A1761,0.7941282749176025
A1762,0.7874952673912048
A1763,0.7983449220657348
A1764,0.7985833287239075
A1765,0.7995378494262695
A1766,0.7999786615371705
A1767,0.7999197602272033
A1768,0.7992981314659119
A1769,0.7997768759727478
A1770,0.7882918953895569
A1771,0.798134732246399
A1772,0.7999383687973023
A1773,0.7994706153869628
A1774,0.7995118737220764
A1775,0.7996474146842957
A1776,0.7589890599250794
A1777,0.7196263313293457
A1778,0.6148619621992111
A1779,0.797571063041687
A1780,0.5256952160038054
A1781,0.6114540457725525
A1782,0.7966891884803772
A1783,0.7984691977500915
A1784,0.797286331653595
A1785,0.4196663036942482
A1786,0.6411700010299682
A1787,0.7989017605781555
A1788,0.794297730922699
A1789,0.7998010754585266
A1790,0.7605039119720459
A1791,0.7470043301582336
A1792,0.7941436767578125
A1793,0.7619310736656189
A1794,0.7430523991584778
A1795,0.7983314275741578
A1796,0.5801111254841089
A1797,0.7990877389907837
A1798,0.7131979942321778
A1799,0.7957487106323242
A1800,0.7953025102615356
A1801,0.7846360921859741
A1802,0.6271506041288376
A1803,0.7999484896659851
A1804,0.7999688625335694
A1805,0.7837892770767212
A1806,0.7969465136528016
A1807,0.7732914447784424
A1808,0.7792170524597168
A1809,0.7996460795402527
A1810,0.799776291847229
A1811,0.7997665166854858
A1812,0.777828574180603
A1813,0.7977776050567627
A1814,0.7944240212440491
A1815,0.7999710083007813
A1816,0.7999555468559265
A1817,0.7957911491394043
A1818,0.5823152422904968
A1819,0.4489157014526427
A1820,0.46395841626581386
A1821,0.49385051015656245
A1822,0.4932495157903759
A1823,0.7981668949127197
A1824,0.7994538068771362
A1825,0.7311526417732239
A1826,0.7977060675621033
A1827,0.7912604451179505
A1828,0.5583821278996766
A1829,0.76444571018219
A1830,0.7994086146354675
A1831,0.6001983879134059
A1832,0.7204965829849244
A1833,0.6002811969257891
A1834,0.7908481359481812
A1835,0.7958582043647766
A1836,0.7832401752471924
A1837,0.6379252433776855
A1838,0.674311363697052
A1839,0.778977906703949
A1840,0.7438113927841187
A1841,0.7988080859184266
A1842,0.7998241424560547
A1843,0.7773982644081116
A1844,0.7953233480453491
A1845,0.7860736846923828
A1846,0.7995151042938232
A1847,0.7996017932891846
A1848,0.7857571721076966
A1849,0.7438436031341553
A1850,0.7981092691421509
A1851,0.7691023111343384
A1852,0.6550591111183166
A1853,0.5430834017693996
A1854,0.676923143863678
A1855,0.51521617785329
A1856,0.7996822834014893
A1857,0.6349208295345307
A1858,0.5880194646771997
A1859,0.7175573945045471
A1860,0.44769708304665984
A1861,0.777804970741272
A1862,0.7581692576408386
A1863,0.7975580573081971
A1864,0.797213876247406
A1865,0.6949774503707886
A1866,0.7909847855567932
A1867,0.7993889808654785
A1868,0.7979528307914734
A1869,0.7997635960578918
A1870,0.799665629863739
A1871,0.7997780799865722
A1872,0.5590390406548977
A1873,0.786847996711731
A1874,0.6902941465377808
A1875,0.7984142303466797
A1876,0.7986788868904113
A1877,0.7998257756233216
A1878,0.7998605370521545
A1879,0.7994657754898071
A1880,0.6673530101776123
A1881,0.7956704378128052
A1882,0.7965143084526062
A1883,0.7996098041534424
A1884,0.7999096274375915
A1885,0.7999659538269043
A1886,0.67756786942482
A1887,0.6993454694747925
A1888,0.7991298556327819
A1889,0.7994422793388367
A1890,0.7998614311218262
A1891,0.7997971415519715
A1892,0.790134048461914
A1893,0.7998628139495849
A1894,0.7957961678504943
A1895,0.7996895551681519
A1896,0.6086397461593152
A1897,0.6136653602123261
A1898,0.7997498035430908
A1899,0.5842023029923439
A1900,0.561113148741424
A1901,0.5909564808011055
A1902,0.7958553671836853
A1903,0.7995660781860352
A1904,0.7988121390342713
A1905,0.7984794855117798
A1906,0.7993174076080323
A1907,0.6493942856788635
A1908,0.7046050429344177
A1909,0.7997049689292908
A1910,0.7711864352226258
A1911,0.6033562466502189
A1912,0.7995685338973999
A1913,0.7933915376663208
A1914,0.7958478927612305
A1915,0.7998868227005005
A1916,0.7567235231399536
A1917,0.7998048424720764
A1918,0.6586761891841888
A1919,0.7591524362564087
A1920,0.763343620300293
A1921,0.7996471405029297
A1922,0.7117480754852294
A1923,0.7993072152137757
A1924,0.797574269771576
A1925,0.7993602514266968
A1926,0.7970057964324951
A1927,0.7999281287193298
A1928,0.7936657786369323
A1929,0.798485255241394
A1930,0.7996986508369446
A1931,0.7997822523117065
A1932,0.786118233203888
A1933,0.6898757219314575
A1934,0.7956703543663025
A1935,0.7995023608207703
A1936,0.7995990753173828
A1937,0.7797229170799256
A1938,0.7992356181144714
A1939,0.7996073484420776
A1940,0.7668826580047607
A1941,0.7988656640052796
A1942,0.7966148614883423
A1943,0.787135660648346
A1944,0.6337957739830017
A1945,0.7971044301986694
A1946,0.7996931552886963
A1947,0.7993328452110291
A1948,0.7975213170051575
A1949,0.7997713685035706
A1950,0.672593069076538
A1951,0.7709239959716797
A1952,0.6473259389400482
A1953,0.7238153934478759
A1954,0.7935177087783813
A1955,0.799323844909668
A1956,0.7996526002883911
A1957,0.7999639749526978
A1958,0.7865798354148865
A1959,0.7933895587921143
A1960,0.7966315507888794
A1961,0.7942489862442017
A1962,0.7993853926658631
A1963,0.7997892141342163
A1964,0.6004339669831097
A1965,0.7679017424583435
A1966,0.7994035840034485
A1967,0.6765939176082612
A1968,0.7984234690666199
A1969,0.7841248035430908
A1970,0.5839297366328537
A1971,0.6154393434524537
A1972,0.7902324318885803
A1973,0.799413001537323
A1974,0.7991060256958008
A1975,0.6952718257904053
A1976,0.7993230104446412
A1977,0.7995599627494812
A1978,0.7999727487564087
A1979,0.7997708201408387
A1980,0.7998933792114258
A1981,0.7989921927452087
A1982,0.7987666487693786
A1983,0.7996780157089234
A1984,0.7999109506607056
A1985,0.7999848365783692
A1986,0.7999256730079651
A1987,0.7998475790023803
A1988,0.7997588038444519
A1989,0.7998778104782105
A1990,0.7930075049400329
A1991,0.7958743691444397
A1992,0.7976672291755676
A1993,0.7853244304656982
A1994,0.7917235851287842
A1995,0.7966956496238708
A1996,0.7987746238708496
A1997,0.7993358850479126
A1998,0.79892897605896
A1999,0.7997459769248962
A2000,0.7998872637748718
A2001,0.7996997714042664
A2002,0.7998209834098816
A2003,0.7997620224952697
A2004,0.7983600735664368
A2005,0.7869019031524658
A2006,0.7996469020843506
A2007,0.799129593372345
A2008,0.7999631285667419
A2009,0.7997031092643738
A2010,0.7990316867828369
A2011,0.7977951526641845
A2012,0.7781910419464111
A2013,0.7973285555839539
A2014,0.7990931630134582
A2015,0.7082127332687378
A2016,0.79575617313385
A2017,0.7981112837791443
A2018,0.7997431635856629
A2019,0.7996762752532959
A2020,0.7974797248840332
A2021,0.7992147445678711
A2022,0.7989002108573914
A2023,0.7981379270553589
A2024,0.7938288450241089
A2025,0.7958460330963135
A2026,0.7958422541618347
A2027,0.7957564234733582
A2028,0.7916900873184204
A2029,0.7585653066635132
A2030,0.7930559873580932
A2031,0.7938992500305175
A2032,0.7668139219284058
A2033,0.7677514433860779
A2034,0.6740816533565521
A2035,0.5867262843996286
A2036,0.624348258972168
A2037,0.6464896559715271
A2038,0.7496686935424804
A2039,0.7963449954986572
A2040,0.797412121295929
A2041,0.795953345298767
A2042,0.7984990239143371
A2043,0.7999954938888549
A2044,0.7988688588142395
A2045,0.7987426280975342
A2046,0.791167390346527
A2047,0.7632638573646545
A2048,0.7698278665542603
A2049,0.7738240122795105
A2050,0.7984571576118469
A2051,0.789730679988861
A2052,0.5863928154110909
A2053,0.7916362524032593
A2054,0.7988682389259338
A2055,0.7881342768669128
A2056,0.7857210755348205
A2057,0.7984082460403442
A2058,0.7986444592475891
A2059,0.7983628988265992
A2060,0.7988504409790039
A2061,0.79935622215271
A2062,0.7984154105186463
A2063,0.7994407892227173
A2064,0.7918862104415894
A2065,0.7118924140930176
A2066,0.6566206514835358
A2067,0.6426666378974915
A2068,0.6051870211958885
A2069,0.6779607474803925
A2070,0.5792383141815662
A2071,0.5881243185140193
A2072,0.5868110325187444
A2073,0.6967884659767151
A2074,0.7980771780014038
A2075,0.7948522329330444
A2076,0.6426486611366272
A2077,0.6701517522335052
A2078,0.5621160973794759
A2079,0.7930225253105163
A2080,0.7495256304740906
A2081,0.6577904641628265
A2082,0.7970364093780518
A2083,0.7670373797416687
A2084,0.6046271085739136
A2085,0.542087835073471
A2086,0.4989639062434435
A2087,0.5407255180180073
A2088,0.7963588118553162
A2089,0.597219081968069
A2090,0.5849569857120513
A2091,0.7510543465614319
A2092,0.738425076007843
A2093,0.7956565499305726
A2094,0.7680586457252503
A2095,0.5623511295765639
A2096,0.7979436874389648
A2097,0.7366155385971069
A2098,0.7949816584587097
A2099,0.7913264274597168
A2100,0.5177886079996824
A2101,0.799336040019989
A2102,0.7990119099617005
A2103,0.7826882243156433
A2104,0.7932524800300598
A2105,0.7857507944107056
A2106,0.7931059837341309
A2107,0.6722450017929077
A2108,0.6115372613072395
A2109,0.7133226752281189
A2110,0.6607269883155823
A2111,0.6403608858585358
A2112,0.500764824450016
A2113,0.6131751000881195
A2114,0.6917851805686951
A2115,0.729731285572052
A2116,0.7984149813652038
A2117,0.7975120186805725
A2118,0.7990532398223877
A2119,0.7994990706443786
A2120,0.7933727383613587
A2121,0.7990810394287109
A2122,0.7985180377960205
A2123,0.7943842291831971
A2124,0.7991085529327393
A2125,0.6342115283012391
A2126,0.7971634268760681
A2127,0.7982490539550782
A2128,0.7970394849777221
A2129,0.7987475991249084
A2130,0.792943000793457
A2131,0.7980664730072021
A2132,0.7986729145050049
A2133,0.7790573954582214
A2134,0.7773678421974182
A2135,0.7579502463340759
A2136,0.7941150665283203
A2137,0.793711268901825
A2138,0.7552732467651367
A2139,0.7970856189727783
A2140,0.7832157969474792
A2141,0.7875996947288513
A2142,0.794901180267334
A2143,0.790112566947937
A2144,0.7996701955795288
A2145,0.7994624137878418
A2146,0.7990953683853149
A2147,0.7994203209877014
A2148,0.797537088394165
A2149,0.7994814515113831
A2150,0.7970165610313416
A2151,0.7759967923164368
A2152,0.7984064102172852
A2153,0.7865003705024719
A2154,0.7985979676246643
A2155,0.7974797129631043
A2156,0.79848792552948
A2157,0.7978970527648925
A2158,0.7965122818946838
A2159,0.7806115865707397
A2160,0.7999197959899902
A2161,0.7996007084846497
A2162,0.7987739324569703
A2163,0.7984658241271972
A2164,0.7993852019309997
A2165,0.7986422777175903
A2166,0.7979127526283264
A2167,0.7000602960586548
A2168,0.7593606591224671
A2169,0.7836928129196167
A2170,0.7575249791145324
A2171,0.79154452085495
A2172,0.7806851744651795
A2173,0.5971469148993492
A2174,0.44822700667573373
A2175,0.534966618521139
A2176,0.48749710274860264
A2177,0.6556076526641845
A2178,0.7949739098548889
A2179,0.7819526672363282
A2180,0.7996263265609741
A2181,0.6139303475618363
A2182,0.7995373845100403
A2183,0.7594591379165649
A2184,0.5360689206048846
A2185,0.5624737456440926
A2186,0.7774679303169251
A2187,0.7993712902069092
A2188,0.7998572587966919
A2189,0.7999372363090516
A2190,0.7999414801597595
A2191,0.7997120022773743
A2192,0.7999489426612854
A2193,0.7989340662956238
A2194,0.788910973072052
A2195,0.7985097527503967
A2196,0.7351592898368835
A2197,0.6054571591317653
A2198,0.7998800873756409
A2199,0.7385851263999939
A2200,0.749798059463501
A2201,0.6055124118924141
A2202,0.7982622027397156
A2203,0.7991901636123657
A2204,0.6653031706809998
A2205,0.7838776707649231
A2206,0.7646492838859558
A2207,0.7983490347862243
A2208,0.7981738567352294
A2209,0.7844760537147522
A2210,0.7029031753540039
A2211,0.7943694353103637
A2212,0.7159811377525329
A2213,0.6048318900167942
A2214,0.5996588342357427
A2215,0.7156353831291199
A2216,0.7898620128631592
A2217,0.7882898926734925
A2218,0.5923414021730423
A2219,0.6726920366287231
A2220,0.7913453102111816
A2221,0.7488660335540771
A2222,0.7996770739555359
A2223,0.7982002854347229
A2224,0.7998991012573242
A2225,0.5486644573509694
A2226,0.5601321917027235
A2227,0.7303444027900696
A2228,0.7793636441230773
A2229,0.7486771583557129
A2230,0.7841166615486145
A2231,0.7949087500572205
A2232,0.798637866973877
A2233,0.7998578310012817
A2234,0.7993069171905518
A2235,0.7992838859558106
A2236,0.7992972731590271
A2237,0.7955430626869202
