mRNA,RF_Classifier_prob
A491,0.7982755661010742
A492,0.793241310119629
A493,0.7526672124862671
A494,0.787700092792511
A495,0.46039662421826505
A496,0.7980978727340698
A497,0.7860568761825562
A498,0.788357412815094
A499,0.7999792098999023
A500,0.7810413479804993
A501,0.735196876525879
A502,0.7986530780792236
A503,0.7997884035110474
A504,0.7961281776428223
A505,0.6512084603309631
A506,0.7944564819335938
A507,0.7898821473121643
A508,0.7979794859886169
A509,0.7990225315093994
A510,0.7915915250778198
A511,0.7840533018112182
A512,0.7948456287384034
A513,0.6749662578105926
A514,0.5988198682665825
A515,0.7329043269157409
A516,0.5668824218213558
A517,0.7991861939430237
A518,0.788238251209259
A519,0.7955513596534729
A520,0.3836030094880698
A521,0.7976269125938416
A522,0.7971572399139404
A523,0.7984922766685486
A524,0.6130846440792084
A525,0.7693284034729004
A526,0.7955803394317627
A527,0.7989757180213928
A528,0.5421424447231402
A529,0.7953971147537231
A530,0.7992616415023803
A531,0.7988649845123291
A532,0.5865845263004303
A533,0.7021337270736694
A534,0.7992245554924011
A535,0.7611040115356446
A536,0.7961804747581482
A537,0.7976765632629395
A538,0.7882772326469422
A539,0.7888155341148376
A540,0.6845556974411011
A541,0.7851715683937073
A542,0.7832510590553283
A543,0.7954977035522461
A544,0.7987152934074402
A545,0.2481599651655415
A546,0.7987488627433776
A547,0.7998789191246033
A548,0.7998005747795105
A549,0.7971414923667908
A550,0.7901063084602356
A551,0.7995658159255982
A552,0.7975428938865662
A553,0.7995411276817321
A554,0.7992025852203369
A555,0.7984569907188416
A556,0.7933203101158142
A557,0.5264021724462509
A558,0.7979456901550293
A559,0.7945423603057862
A560,0.7889548063278198
A561,0.7983153820037842
A562,0.7913259506225586
A563,0.7995049118995666
A564,0.735262668132782
A565,0.7784785628318787
A566,0.7998354196548462
A567,0.786082124710083
A568,0.7996869802474975
A569,0.7999881744384766
A570,0.798517394065857
A571,0.6559003055095672
A572,0.7943541884422303
A573,0.7183858156204224
A574,0.7907288432121277
A575,0.7988691210746766
A576,0.7937914133071899
A577,0.7986358880996705
A578,0.5888163923285902
A579,0.7989799499511718
A580,0.7934357285499573
A581,0.6050813615322113
A582,0.7910836935043335
A583,0.7966760635375977
A584,0.43604017965262754
A585,0.7935450077056885
A586,0.5463036118191666
A587,0.7996637940406799
A588,0.7151384711265564
A589,0.7955669403076172
A590,0.3990881086792797
A591,0.7993251204490661
A592,0.7948896646499634
A593,0.7981607556343079
A594,0.7939741730690002
A595,0.5925541577817057
A596,0.588243842124939
A597,0.7968081355094909
