virsi1736_NC_001526.4,0.000121525925,-2.8089793e-05,7.50633e-05,8.442463e-05,-7.2093746e-05,6.3665652e-06,7.240371e-05,8.552724e-05,-8.367493e-05,-0.00028736482,-3.0227007e-05,-4.244946e-05,0.00025252637,4.2085547e-05,2.4871044e-05,0.00016499421,7.855708e-05,1.9200053e-05,2.1331334e-05,3.247711e-05,-2.075366e-05,0.00017270977,-7.154999e-05,0.00012483838,-0.00021172181,-0.00010265055,0.00015542265,-0.00011052098,-2.7557682e-05,-0.000119737146,3.6959857e-05,0.00011094486,0.00011079272,0.000119293305,-0.00010621219,7.358311e-05,-0.0001213427,0.00011539126,0.00013214997,4.7202966e-06,-0.00010706746,0.00014514531,-1.561382e-05,5.0731956e-05,0.00014934308,0.00023341269,-0.00012313764,4.1709794e-05,8.303088e-05,0.00016054635
virsi1879_AY961628.3,0.000112229194,-9.74e-05,1.5299916e-05,4.3943444e-05,-0.00010450392,7.478479e-05,-0.00011163882,-1.12712705e-05,0.00013025591,0.00019963573,1.5810147e-05,-8.380489e-05,0.000121014345,-8.934427e-05,3.62493e-05,0.00021997985,-8.694322e-05,0.00012232085,2.7658441e-05,-9.616163e-05,-0.00011810656,-0.00014186652,8.291594e-05,7.596647e-06,8.628425e-05,-0.00011433439,0.00016612423,2.2721517e-05,2.1298336e-05,5.1537547e-05,5.7161164e-05,-6.745543e-05,0.00011952583,0.000190384,-7.445482e-05,-0.000100541125,0.00012973754,0.00010172441,-0.000104638566,0.00017445438,-9.214199e-05,-0.000100084166,-2.6394137e-05,0.000115208175,-2.5180942e-05,0.00011833583,-3.875779e-05,-0.00012323378,-0.00012261923,0.00015431974
virsi1386_AY278488.2_4,0.00011673885,5.9123453e-05,0.00012569751,5.2922293e-05,6.7353125e-05,0.00021820648,-2.1156271e-05,-1.9772688e-05,0.00019754382,9.866904e-05,8.907812e-05,1.4379472e-05,0.00010730608,7.4264455e-05,-8.767699e-05,-7.196301e-05,2.6015623e-05,-4.2629625e-05,0.000108627566,5.6032845e-06,9.6098855e-05,4.6500336e-05,7.835797e-05,0.00018352254,0.0001071233,0.00013338578,8.64231e-06,7.427094e-05,0.00017667627,6.233818e-05,4.3535438e-05,-3.3792533e-06,-1.9943975e-06,-3.6264413e-05,-4.582532e-05,3.5230405e-05,9.268853e-05,0.00011838808,-4.5842157e-06,9.280957e-05,-9.476419e-06,0.00015492624,0.00024144295,4.877791e-05,-0.00024154254,4.828886e-05,0.00011249694,5.9659283e-06,2.2838653e-05,0.0001407773
virsi1730_NC_001357.1,0.00011373666,-0.00016035257,5.1560874e-05,0.00019225055,5.824919e-05,-7.996438e-06,-2.076791e-05,0.0002128195,2.1477745e-05,8.961534e-05,-3.99792e-05,0.00012941561,-3.7318914e-05,-6.4769185e-05,5.7719157e-05,1.9342326e-05,0.00011738263,-4.813019e-05,7.77269e-06,6.728446e-05,1.7723076e-05,2.3377514e-05,5.2098334e-05,1.1183424e-05,4.253287e-05,0.0001912124,0.00016635712,3.3850796e-05,5.3706393e-05,0.000111342095,1.0093797e-05,0.00013576998,6.111802e-05,7.348894e-05,0.0002754089,2.2347878e-05,8.7879416e-05,-1.1087754e-05,2.7760641e-05,1.2772833e-05,0.0002047532,-0.000111204536,-1.454392e-05,-0.00016624674,5.540139e-05,6.379757e-05,0.000104328734,6.123597e-05,-0.00011364134,7.660472e-05
virsi1968_HQ189126.1,-0.00015596398,8.674473e-05,5.9823473e-05,0.00012281908,3.9060113e-05,-1.6841874e-05,9.089147e-07,-0.00010618949,7.7728684e-05,-0.000102307,0.000102153484,4.0037676e-06,-0.00011907802,-0.00012192635,0.0001173084,0.00021679612,-4.5179554e-06,0.00012080794,-1.1491628e-05,-1.813601e-05,0.00013038132,0.00017432572,-1.8366678e-05,3.2432457e-05,-0.0001962859,-6.870088e-06,0.00012450895,6.973737e-05,0.00017250533,1.2444033e-06,2.062914e-05,9.16661e-05,7.199482e-05,3.8707032e-05,0.00014294224,-1.5277625e-05,0.000119438526,1.4660844e-05,9.261272e-05,-2.279002e-05,-5.3403623e-05,9.527648e-05,-0.00011629577,3.4992288e-06,2.8838595e-05,-0.00013756243,0.00035339335,-0.000102634665,0.00015803396,8.677481e-05
virsi1871_V01555,0.000106002684,7.909399e-05,-2.495316e-05,4.6674853e-05,-5.9033035e-05,0.00018694381,-6.467823e-05,-0.00013461412,7.7945784e-05,-5.776496e-06,-4.084302e-05,1.4433487e-05,-7.78929e-05,0.00018850186,0.00029892224,0.00017770957,-6.761315e-05,6.273726e-05,3.7443195e-05,0.00010829851,0.00018406636,4.0244042e-05,-8.468823e-05,-0.00017003772,4.9162118e-05,1.3442309e-05,0.00014332787,-5.1118084e-05,-6.74803e-05,0.00010099103,9.640085e-05,5.920304e-06,1.7194996e-05,4.5151115e-05,-5.210811e-05,5.4514177e-05,0.00012749962,0.0001767,5.576069e-05,-5.8625934e-05,1.2655985e-05,-0.00015202166,-3.6918518e-05,0.00013897383,-0.00011838148,0.00010459839,-8.468764e-06,0.00013933759,-6.576632e-06,-0.00010031853
virsi1692_X00203.1,-9.985553e-06,-0.00010721133,-3.8972095e-05,1.1786093e-05,6.600213e-05,3.1286694e-05,2.102214e-05,0.00017738751,1.2641334e-05,-4.1683965e-05,0.000103320956,-9.5515476e-05,-0.00013043538,-3.8380444e-05,-2.7975937e-05,0.00018695404,5.1110375e-05,-5.9911745e-05,-7.4634277e-06,4.071968e-05,0.00020419587,3.0500012e-06,-0.00016055162,-4.7301583e-05,-0.00011814297,3.1587573e-05,-6.0461327e-05,3.334373e-05,-8.117907e-05,3.1040337e-05,3.380408e-06,8.218799e-06,0.00019047807,0.00013446755,0.00029221116,3.2953038e-05,0.00011073273,0.0001580567,0.00010098959,-5.7806155e-05,-0.00013459846,-0.00011302749,1.4829661e-05,3.7777892e-05,-0.00014346572,-0.00011215519,1.7114835e-05,-1.8236606e-05,-2.4841554e-05,7.235675e-05
virsi1761_NC_001526.4,9.0765294e-05,-5.5814264e-05,-7.689591e-05,-0.00017135357,2.7734326e-05,0.000115979325,-0.00018976412,0.000121400895,-9.8022385e-05,0.0001010241,-1.2016388e-05,-3.3889e-05,7.881498e-05,0.00011210741,0.00012505386,-1.8265748e-05,0.00020037295,1.4233337e-05,-6.532516e-05,0.00013909265,0.000110780005,-6.3430134e-06,0.00016022351,-1.7208955e-05,-9.5481504e-05,0.00010362036,7.18269e-05,-8.7355256e-05,0.0001133976,0.00015124868,1.1276791e-06,5.1198273e-05,-8.1556675e-05,-3.5898578e-05,-0.0001245064,-2.9235302e-05,3.5998266e-05,3.4957648e-05,-0.00013703454,0.00010614625,8.7260756e-05,2.991783e-05,-2.7413456e-05,5.294014e-05,3.04801e-06,-4.8120673e-05,0.00011584544,0.00022538594,-3.1758904e-05,-2.8760483e-05
virsi1876_AY961628.3,5.758794e-05,5.097266e-05,0.0001396768,-1.2057845e-05,-3.573102e-05,0.00020799402,-1.8390569e-05,-4.3219137e-05,0.000108954686,-7.439557e-05,4.294268e-05,6.641354e-05,7.656459e-05,1.8933286e-05,0.00017248644,7.90696e-05,0.0001621224,-2.2441938e-05,2.1531256e-05,7.762463e-05,-4.673241e-05,6.154093e-05,0.00021369485,-0.0001284342,7.548751e-05,0.00021025004,-6.6098735e-05,-9.050077e-05,-1.0213025e-05,3.73076e-06,9.577413e-05,0.00013873921,0.00026353484,-2.6986309e-05,7.6349635e-05,0.00010008302,-2.522875e-05,9.591618e-06,3.572895e-05,-1.0710299e-05,0.0003350343,0.00012049949,-8.220674e-05,9.02725e-05,1.8905124e-05,0.00012787848,0.00011049304,-6.468383e-05,1.2766251e-05,-1.2689805e-05
virsi1977_D17763.1,6.9146074e-05,5.5423225e-05,-0.00011876643,-0.00019868168,5.2236916e-05,0.00014859857,0.0002043172,0.00010156622,-7.111506e-05,7.603611e-05,6.153378e-05,1.7458162e-05,5.242825e-05,7.5448064e-05,-4.907361e-05,5.757331e-05,0.00010375146,1.6823908e-05,5.0116694e-05,0.00019420369,9.4980496e-05,0.00017847559,-0.00018600261,4.2241886e-06,-9.5001014e-05,0.00026879265,0.00012854121,2.632408e-05,-7.802588e-05,-6.376862e-05,0.00011615681,-7.060158e-05,-2.0309682e-05,-9.373423e-06,8.504679e-06,3.6004538e-05,-0.00015838233,6.5862834e-05,4.6494963e-05,6.551822e-05,-4.77453e-05,0.0001735319,-8.8613655e-05,0.0001426044,-2.4555924e-05,-9.111439e-06,-8.6108275e-06,0.00011136744,-5.9464946e-06,0.0002454504
